amount,hour_of_day,location_mismatch,device_trust_score,behavior_anomaly_score,processing_latency_ms,is_fraud
39.0,9,0,0.9,0.39,15.23,0
6.45,4,0,0.91,0.14,18.74,0
10.47,5,0,0.32,0.27,22.47,0
42.96,6,0,0.77,0.24,16.01,0
18.57,10,0,0.72,0.03,14.03,0
140.29,15,0,0.36,0.38,5.11,0
86.39,11,0,0.95,0.37,15.13,0
206.42,11,0,0.61,0.58,15.36,0
16.03,22,0,0.77,0.18,18.19,0
175.87,19,0,0.92,0.25,11.46,0
29.21,4,0,0.07,0.8,12.82,1
22.35,15,0,0.9,0.55,7.61,0
3.58,5,0,0.81,0.25,3.54,0
3.71,8,0,0.89,0.27,9.46,0
59.88,4,0,0.65,0.15,7.15,0
31.62,20,0,0.32,0.0,16.68,0
13.84,22,0,0.77,0.07,12.41,0
48.59,15,0,0.56,0.42,12.31,0
15.58,17,0,0.58,0.41,10.08,0
44.09,18,0,0.61,0.19,2.0,0
23.25,11,0,0.65,0.28,22.54,0
87.74,1,0,0.76,0.18,10.0,0
86.93,9,0,0.81,0.44,12.94,0
33.44,11,0,0.84,0.51,7.73,0
22.6,13,0,0.77,0.54,19.86,0
23.51,17,1,0.86,0.1,15.72,0
82.92,18,0,0.39,0.42,10.87,0
20.89,5,0,0.89,0.58,13.04,0
12.73,4,0,0.57,0.39,23.39,0
5.42,15,0,0.67,0.21,14.64,0
32.43,13,0,0.6,0.38,14.09,0
33.9,12,0,0.63,0.41,10.29,0
92.91,20,0,0.5,0.24,5.53,0
13.5,1,1,0.34,0.96,14.2,1
24.98,1,1,0.38,0.87,16.63,1
83.62,11,0,0.62,0.48,20.5,0
87.76,0,0,0.02,0.84,3.76,1
25.28,18,0,0.47,0.13,9.37,0
31.73,15,0,0.39,0.42,12.1,0
19.07,6,0,0.38,0.02,14.98,0
135.82,20,0,0.92,0.58,14.27,0
7.31,6,0,0.77,0.01,14.39,0
136.72,15,0,0.95,0.22,17.04,0
4227.7,5,0,0.75,0.05,10.48,0
38.92,17,0,0.89,0.37,19.67,0
2.66,0,0,0.69,0.2,17.17,0
33.27,0,0,0.62,0.44,13.4,0
27.19,13,0,0.67,0.29,23.0,0
9.79,5,0,0.52,0.25,22.78,0
54.42,5,0,0.76,0.21,19.66,0
178.28,3,0,0.93,0.05,2.0,0
42.3,11,1,0.85,0.12,22.89,0
63.72,17,0,0.62,0.38,18.97,0
4.55,9,0,0.97,0.3,25.03,0
28.04,2,0,0.99,0.04,21.19,0
7.19,2,0,0.65,0.33,22.89,0
48.44,7,0,0.91,0.03,19.39,0
140.42,21,0,0.3,0.31,21.74,0
55.2,22,0,0.22,0.89,24.97,1
5.0,0,0,0.32,0.18,16.08,0
22.9,17,0,0.84,0.43,7.14,0
41.0,14,0,0.36,0.45,13.46,0
26.81,20,0,0.31,0.24,16.95,0
90.68,19,0,0.4,0.36,15.37,0
85.28,16,0,0.51,0.28,8.77,0
48.32,10,0,0.63,0.17,6.84,0
24.38,12,0,0.35,0.45,11.29,0
15.74,19,0,0.65,0.42,19.04,0
6.6,9,0,0.14,0.9,22.9,1
22.92,12,0,0.49,0.37,19.58,0
27.65,16,0,0.88,0.23,20.29,0
57.32,20,0,0.99,0.43,14.6,0
54.67,0,1,0.62,0.37,6.29,0
4.63,19,0,0.53,0.37,12.72,0
26.15,15,0,0.95,0.51,13.71,0
11.03,15,0,0.65,0.55,12.51,0
9.53,20,0,0.81,0.11,15.27,0
88.81,2,0,0.59,0.19,17.21,0
3.14,1,0,0.44,0.39,19.27,0
28.17,5,0,0.76,0.33,13.61,0
10.21,10,0,0.77,0.39,5.48,0
106.73,2,0,0.62,0.26,12.59,0
41.71,0,0,0.49,0.25,15.22,0
14.16,10,0,0.88,0.07,21.11,0
35.9,12,0,0.49,0.37,12.16,0
66.74,4,1,0.3,0.91,17.56,1
159.64,17,0,0.57,0.4,16.45,0
13.45,14,0,0.63,0.58,15.22,0
109.66,17,0,0.45,0.15,19.65,0
137.14,14,0,0.75,0.09,11.7,0
125.1,19,0,0.46,0.01,12.12,0
51.45,19,0,0.64,0.23,14.94,0
50.69,19,0,0.53,0.13,11.8,0
26.81,6,0,0.97,0.3,17.54,0
2351.35,16,0,0.38,0.77,11.43,1
38.89,7,0,0.83,0.21,16.13,0
57.57,12,0,0.99,0.45,14.5,0
28.97,15,0,0.34,0.65,16.07,1
66.74,9,0,0.99,0.13,12.7,0
88.0,13,0,0.4,0.84,13.3,1
8.92,5,0,0.59,0.08,15.48,0
90.47,19,0,0.47,0.14,16.01,0
39.86,21,0,0.97,0.34,14.98,0
94.11,6,0,0.75,0.18,23.53,0
967.28,5,0,0.72,0.03,10.05,0
24.82,16,0,1.0,0.18,14.68,0
124.29,20,0,0.73,0.54,7.13,0
4118.49,23,0,0.37,0.61,16.86,1
93.96,7,0,0.33,0.46,9.42,0
34.08,11,0,0.9,0.43,13.61,0
37.09,3,0,0.98,0.06,13.14,0
19.44,9,0,0.97,0.2,16.4,0
43.55,5,0,0.25,0.93,12.24,1
20.67,6,0,0.46,0.01,12.02,0
3.0,20,0,0.56,0.1,22.18,0
16.87,7,0,0.52,0.12,16.42,0
1.32,2,0,0.51,0.1,12.19,0
192.65,7,0,0.72,0.05,13.75,0
169.7,14,0,0.86,0.32,23.23,0
26.14,20,0,0.96,0.19,13.82,0
66.17,0,0,0.21,0.96,11.55,1
22.22,12,0,0.49,0.11,11.58,0
56.6,21,0,0.48,0.36,12.25,0
82.85,17,0,0.55,0.54,12.03,0
147.64,14,0,0.6,0.03,8.6,0
26.56,6,0,0.57,0.31,9.38,0
77.46,14,0,0.97,0.27,10.85,0
16.46,2,0,0.19,0.84,17.96,1
232.95,13,0,0.69,0.4,13.09,0
2.31,19,0,0.82,0.21,13.96,0
47.26,3,0,0.81,0.43,21.35,0
54.87,3,0,0.71,0.35,21.48,0
59.24,2,0,0.9,0.21,13.59,0
7.41,4,0,0.74,0.47,11.85,0
140.46,10,1,0.91,0.4,10.68,0
10.99,7,0,0.51,0.0,18.46,0
49.74,1,0,0.18,0.67,13.98,1
13.59,15,0,0.87,0.24,13.07,0
19.35,9,0,0.57,0.39,10.93,0
40.53,17,0,0.76,0.24,11.15,0
27.99,6,0,0.82,0.53,16.6,0
9.73,4,0,0.53,0.39,8.42,0
10.37,6,1,0.65,0.35,19.97,0
28.08,20,0,0.93,0.59,12.33,0
71.79,5,0,0.92,0.17,14.25,0
115.12,23,0,0.82,0.04,8.32,0
5.39,0,0,0.83,0.31,14.94,0
25.97,10,0,0.93,0.25,13.36,0
6.28,12,0,0.82,0.27,14.75,0
1.84,11,0,0.54,0.37,22.36,0
55.19,0,0,0.38,0.37,15.89,0
47.12,20,0,0.6,0.24,11.03,0
9.9,14,0,0.11,0.76,11.44,1
14.32,0,1,0.24,0.7,17.98,1
2.2,2,0,0.97,0.53,21.49,0
4810.26,14,1,0.3,0.81,16.41,1
184.83,8,0,0.9,0.1,18.44,0
8.28,13,0,0.75,0.41,18.05,0
14.16,22,0,0.59,0.19,22.1,0
102.4,21,0,0.05,0.77,5.25,1
131.5,23,0,0.97,0.44,18.34,0
28.2,7,0,0.35,0.12,19.92,0
3.6,21,0,0.73,0.56,8.31,0
3.01,3,0,0.23,0.64,10.57,1
43.66,19,0,0.39,0.82,10.75,1
25.95,19,0,0.43,0.12,11.36,0
2.45,5,0,0.69,0.52,12.59,0
44.76,0,0,0.92,0.4,16.21,0
1.57,17,0,0.74,0.33,19.33,0
78.41,5,0,0.76,0.49,20.41,0
19.3,13,0,0.94,0.38,10.81,0
3.05,10,0,0.82,0.4,10.78,0
45.38,16,0,0.91,0.15,21.58,0
26.35,8,0,0.59,0.49,18.23,0
183.1,21,0,0.91,0.39,15.41,0
40.28,6,0,0.75,0.51,17.37,0
17.1,13,0,0.39,0.21,14.85,0
62.8,16,0,0.33,0.2,17.62,0
16.84,7,0,0.47,0.01,13.32,0
118.3,15,0,0.56,0.46,16.34,0
24.48,11,0,0.89,0.2,7.45,0
40.91,11,1,0.82,0.2,11.56,0
3.59,4,0,0.97,0.41,11.61,0
28.77,4,0,0.69,0.15,13.13,0
90.3,13,0,0.82,0.55,10.37,0
82.9,5,0,0.13,0.89,12.33,1
13.7,6,0,0.78,0.58,7.43,0
13.81,22,0,0.79,0.05,17.74,0
86.0,20,0,0.89,0.2,14.59,0
134.25,16,0,0.68,0.23,6.47,0
6.01,8,0,0.75,0.44,10.83,0
30.9,21,0,0.44,0.13,16.68,0
3977.93,12,0,0.82,0.23,12.28,0
103.28,8,0,0.89,0.55,11.52,0
5.36,15,0,0.72,0.07,14.63,0
12.86,3,1,0.06,0.82,16.72,1
70.81,1,0,0.52,0.42,7.82,0
3.63,12,0,0.63,0.08,17.75,0
34.92,12,0,0.77,0.41,11.0,0
30.18,18,0,0.52,0.34,14.91,0
21.35,11,1,0.89,0.17,14.82,0
26.09,3,0,0.56,0.19,12.36,0
38.74,9,0,0.33,0.5,9.88,0
9.8,15,0,0.86,0.14,13.57,0
43.43,23,0,0.75,0.31,23.13,0
82.85,18,0,0.86,0.41,8.19,0
72.39,7,0,0.54,0.08,23.46,0
9.36,5,0,0.1,0.62,13.7,1
9.08,3,0,0.02,0.89,15.18,1
16.61,6,0,0.38,0.19,9.57,0
23.4,13,1,0.86,0.4,11.14,0
27.25,12,0,0.51,0.05,12.49,0
57.92,20,0,1.0,0.38,9.77,0
3.92,4,0,0.37,0.99,13.96,1
2.76,8,0,0.72,0.15,12.96,0
25.87,2,0,0.99,0.22,24.25,0
60.73,9,0,0.52,0.14,9.17,0
11.75,14,0,0.42,0.49,15.51,0
52.29,19,0,0.82,0.1,16.24,0
1444.52,20,0,0.13,0.84,9.65,1
109.62,16,0,0.97,0.36,18.43,0
114.02,22,0,0.99,0.24,13.01,0
18.64,23,0,0.95,0.04,2.54,0
14.07,5,0,0.05,0.88,18.3,1
27.49,2,0,0.73,0.2,9.42,0
14.76,17,0,0.78,0.27,9.76,0
56.8,4,0,0.07,0.94,18.44,1
88.45,12,0,0.83,0.52,13.26,0
56.9,0,0,0.44,0.17,19.59,0
87.96,16,0,0.89,0.01,21.05,0
26.29,2,0,0.97,0.19,11.78,0
9.5,18,0,0.45,0.59,18.97,0
67.96,20,0,0.35,0.09,11.22,0
23.35,19,0,0.64,0.02,26.17,0
56.63,21,0,0.85,0.35,11.54,0
16.78,11,0,0.84,0.22,20.13,0
5.24,7,0,0.79,0.48,19.22,0
246.19,7,0,0.87,0.44,16.58,0
9.49,14,0,0.42,0.11,11.65,0
223.93,10,0,0.76,0.34,14.24,0
1889.87,19,0,0.14,0.79,4.23,1
79.95,0,0,0.41,0.26,16.12,0
54.86,15,0,0.59,0.43,16.75,0
44.11,13,0,0.9,0.25,15.67,0
101.53,6,1,0.98,0.07,2.0,0
18.09,5,0,0.77,0.04,8.67,0
32.53,20,1,0.1,0.9,11.26,1
49.3,3,0,0.09,0.76,16.46,1
27.48,21,0,0.98,0.21,16.45,0
28.89,7,0,0.32,0.1,14.15,0
21.05,21,0,0.67,0.59,18.18,0
42.53,18,0,0.5,0.33,9.87,0
96.05,2,0,0.87,0.29,18.05,0
12.25,3,0,0.45,0.44,17.37,0
137.23,12,0,0.31,0.1,16.89,0
59.41,20,0,0.59,0.35,14.09,0
87.66,1,0,0.34,0.53,24.15,0
41.62,10,1,0.5,0.01,17.47,0
76.6,15,0,0.75,0.4,10.16,0
1.82,9,0,0.51,0.33,16.24,0
86.29,14,0,0.02,0.92,18.76,1
3.05,9,0,0.41,0.16,12.06,0
111.32,1,0,0.33,0.69,20.45,1
242.18,5,0,0.67,0.19,16.91,0
18.41,13,0,0.78,0.26,3.29,0
12.81,1,0,0.62,0.13,16.5,0
73.49,9,0,0.17,0.63,12.97,1
15.59,16,0,0.75,0.12,17.69,0
101.33,7,0,0.69,0.52,19.72,0
6.43,15,0,0.57,0.27,15.98,0
7.73,13,0,0.53,0.5,23.33,0
194.52,9,0,0.43,0.16,14.11,0
57.02,12,0,0.4,0.08,18.12,0
94.83,0,0,0.54,0.33,19.02,0
20.6,9,0,0.33,0.31,14.51,0
57.43,21,0,0.61,0.21,18.89,0
46.1,11,0,0.72,0.4,12.03,0
47.21,16,0,0.96,0.06,12.89,0
1068.67,23,1,0.3,0.9,8.44,1
43.83,13,0,0.74,0.13,16.21,0
29.02,4,1,0.56,0.08,16.63,0
17.14,18,0,0.31,0.72,20.9,1
74.18,4,0,0.61,0.28,18.96,0
13.83,14,0,0.72,0.46,13.58,0
1684.61,12,0,0.81,0.05,9.11,0
14.29,16,0,0.88,0.03,17.16,0
50.09,0,0,0.48,0.3,20.55,0
69.73,13,0,0.47,0.19,18.78,0
13.34,3,0,0.7,0.0,20.42,0
4.09,8,0,0.7,0.11,13.94,0
8.02,16,0,0.45,0.13,12.67,0
47.57,2,0,0.71,0.17,11.32,0
1567.64,12,0,0.18,0.72,14.72,1
3.3,11,0,0.75,0.25,14.61,0
67.24,15,0,0.5,0.41,16.03,0
3891.5,3,0,0.71,0.01,14.35,0
33.56,17,0,0.84,0.49,14.33,0
133.15,22,0,0.99,0.14,11.12,0
21.17,2,0,0.94,0.19,19.71,0
32.31,16,0,0.65,0.03,15.38,0
1.69,0,0,0.64,0.25,14.13,0
5.26,18,0,0.61,0.51,11.26,0
15.96,21,0,0.32,0.23,8.34,0
2.41,3,0,0.16,0.61,21.54,1
50.9,16,0,0.09,0.71,17.77,1
28.79,6,0,0.79,0.04,6.88,0
40.72,1,1,0.59,0.18,18.82,0
10.6,11,0,0.34,0.55,19.61,0
18.54,4,0,0.78,0.02,15.62,0
55.51,15,1,0.75,0.46,22.99,0
169.05,7,1,0.19,0.9,16.08,1
3.59,22,0,0.72,0.46,7.92,0
111.54,7,0,0.41,0.45,16.83,0
44.01,12,0,0.05,0.71,16.22,1
42.5,13,0,0.87,0.4,11.98,0
35.69,10,1,0.09,0.61,17.87,1
4.6,5,0,0.68,0.04,6.66,0
5.71,15,0,0.64,0.47,19.95,0
46.93,22,0,0.94,0.54,10.61,0
21.85,21,0,0.69,0.31,10.08,0
125.61,14,0,0.71,0.32,14.43,0
27.09,15,0,0.52,0.24,17.16,0
8.73,12,0,0.97,0.51,15.82,0
63.71,11,1,0.73,0.01,11.29,0
18.36,17,0,0.3,0.37,12.47,0
38.27,17,0,0.69,0.54,9.33,0
60.84,13,0,0.55,0.06,13.88,0
116.26,1,1,0.04,0.77,20.38,1
79.56,21,0,0.6,0.58,14.98,0
57.41,1,0,0.84,0.56,19.3,0
57.91,2,0,0.65,0.28,22.28,0
146.87,23,0,0.75,0.23,12.06,0
18.54,7,0,0.75,0.42,14.07,0
1.06,10,1,0.77,0.19,25.86,0
16.87,11,0,0.57,0.04,22.22,0
13.29,3,0,0.39,0.79,6.64,1
55.21,8,0,0.3,0.38,16.94,0
51.22,23,0,0.41,0.12,15.0,0
46.0,16,0,0.97,0.01,19.13,0
1.82,23,0,0.89,0.43,11.28,0
66.24,15,0,0.2,0.71,10.8,1
20.54,16,0,0.58,0.24,11.62,0
55.69,14,0,0.96,0.05,12.14,0
41.66,19,0,0.48,0.39,19.08,0
21.98,21,0,0.67,0.18,9.09,0
8.23,6,0,0.32,0.09,11.89,0
5.96,9,0,0.73,0.31,6.05,0
90.05,3,0,0.95,0.29,20.04,0
126.29,23,1,0.92,0.31,21.36,0
53.46,23,1,0.65,0.49,13.36,0
6.46,13,0,0.75,0.29,13.51,0
26.71,13,1,0.7,0.54,17.27,0
66.27,13,0,0.06,0.64,22.37,1
3158.39,13,0,0.09,0.6,17.04,1
7.29,21,0,0.97,0.03,11.51,0
1.0,19,0,0.48,0.52,6.91,0
63.26,17,0,0.57,0.54,9.42,0
23.05,14,0,0.66,0.23,15.37,0
15.68,22,0,0.99,0.32,11.72,0
1.65,18,0,0.78,0.17,15.97,0
39.86,12,0,0.74,0.01,12.24,0
96.24,11,0,0.67,0.29,9.71,0
159.07,18,0,0.79,0.08,9.11,0
42.71,18,0,0.76,0.11,22.81,0
37.12,19,0,0.93,0.29,19.44,0
5.44,1,0,0.68,0.52,23.65,0
40.8,20,0,0.6,0.51,17.7,0
24.9,2,0,0.1,0.74,12.85,1
47.71,9,0,0.86,0.29,21.62,0
25.61,4,0,0.31,0.8,14.83,1
14.74,11,1,0.03,0.9,16.1,1
5.99,6,0,0.97,0.42,14.79,0
19.91,8,0,0.61,0.11,2.0,0
6.08,1,0,0.66,0.24,23.02,0
10.73,9,0,0.52,0.56,17.46,0
219.45,5,1,0.23,0.87,16.65,1
30.36,11,0,0.82,0.13,14.69,0
38.95,5,0,0.64,0.24,15.82,0
104.42,2,0,0.21,0.8,12.01,1
271.96,9,0,0.37,0.07,18.08,0
44.7,8,0,0.95,0.4,8.46,0
84.69,19,0,0.91,0.08,15.93,0
20.8,4,0,0.85,0.31,17.81,0
19.25,2,0,0.79,0.32,14.01,0
26.77,4,0,0.66,0.03,16.85,0
56.81,7,0,0.93,0.57,10.04,0
58.32,7,0,0.85,0.48,10.17,0
19.93,13,0,0.87,0.18,16.18,0
8.15,23,0,0.52,0.08,18.39,0
51.04,21,0,0.6,0.21,5.63,0
7.87,16,0,0.79,0.54,17.61,0
44.2,10,0,0.56,0.08,12.28,0
60.11,15,0,0.65,0.21,14.04,0
61.3,5,0,0.75,0.3,8.3,0
71.01,10,0,0.61,0.02,10.74,0
104.12,9,0,0.86,0.16,19.83,0
35.65,22,0,0.38,0.36,15.16,0
66.51,8,0,0.8,0.19,13.09,0
49.27,23,0,0.3,0.77,14.42,1
11.33,23,0,0.96,0.56,17.45,0
2.3,14,0,0.52,0.26,17.2,0
17.74,6,0,0.86,0.32,14.62,0
30.26,17,0,0.66,0.38,20.46,0
49.0,0,0,0.36,0.4,19.85,0
95.84,14,0,0.71,0.04,17.07,0
1143.87,1,0,0.94,0.03,15.27,0
7.71,21,0,0.38,0.7,18.29,1
166.49,1,0,0.52,0.13,16.57,0
6.72,9,0,0.61,0.35,20.3,0
33.55,19,1,0.18,0.86,19.5,1
45.04,14,0,0.96,0.1,9.91,0
39.98,9,1,0.56,0.46,9.57,0
5.5,18,0,0.76,0.52,11.49,0
3.94,21,0,0.46,0.17,19.88,0
6.57,12,0,0.31,0.95,7.12,1
45.04,23,0,0.42,0.05,16.97,0
40.3,10,0,0.6,0.48,16.81,0
14.31,21,0,0.67,0.38,20.81,0
51.77,1,0,0.31,0.35,15.9,0
86.76,20,0,0.88,0.14,8.28,0
3.12,12,0,0.66,0.22,10.2,0
35.47,21,1,0.0,0.67,9.09,1
59.45,21,1,0.34,0.94,12.31,1
15.54,20,1,0.34,0.36,14.09,0
19.39,0,0,0.48,0.56,9.17,0
48.55,4,0,0.65,0.28,22.35,0
115.11,20,0,0.9,0.23,8.37,0
84.02,21,0,0.93,0.54,21.73,0
44.75,6,1,0.22,0.85,20.93,1
66.51,12,0,0.53,0.21,19.49,0
23.69,12,0,0.51,0.36,11.53,0
52.22,19,0,0.99,0.58,16.71,0
32.38,22,0,0.78,0.03,8.61,0
11.53,20,0,0.51,0.02,19.55,0
61.49,5,0,0.53,0.31,14.63,0
41.65,19,0,0.6,0.17,12.95,0
23.21,11,0,0.74,0.35,8.88,0
122.15,7,0,0.93,0.43,2.61,0
2.06,8,0,0.44,0.04,9.81,0
19.97,17,0,0.08,0.65,20.56,1
3.93,10,0,0.58,0.17,12.99,0
73.73,19,0,0.47,0.23,14.15,0
61.55,10,0,0.7,0.2,18.28,0
21.12,23,0,0.79,0.5,24.03,0
57.3,23,0,0.52,0.1,21.63,0
26.2,14,0,0.78,0.02,10.14,0
71.58,8,0,0.54,0.58,5.29,0
31.27,2,0,0.04,0.64,26.8,1
27.58,16,0,0.74,0.15,26.34,0
137.46,16,0,0.49,0.01,15.94,0
15.44,2,0,0.75,0.39,8.65,0
7.42,18,0,0.57,0.39,19.82,0
44.92,8,0,0.54,0.56,14.46,0
175.21,16,0,0.5,0.18,14.44,0
24.73,22,0,0.54,0.11,19.47,0
4.2,17,0,0.85,0.37,16.67,0
21.72,22,0,0.47,0.34,9.07,0
36.25,14,0,0.78,0.43,13.38,0
9.83,0,0,0.93,0.53,18.31,0
54.66,9,0,0.55,0.34,17.55,0
305.83,7,0,0.32,0.09,16.31,0
31.05,9,0,0.32,0.36,19.67,0
22.9,1,0,0.4,0.22,13.19,0
26.6,18,1,0.38,0.27,15.89,0
7.12,13,0,0.82,0.58,2.0,0
108.4,7,0,0.51,0.33,12.75,0
27.79,18,0,0.76,0.09,18.82,0
25.49,0,0,0.33,0.27,13.05,0
54.89,15,0,0.51,0.14,12.67,0
30.17,23,0,0.46,0.08,9.79,0
53.24,14,0,0.49,0.43,20.02,0
4.17,19,0,0.43,0.38,17.74,0
85.03,23,0,0.73,0.3,19.13,0
142.09,4,0,0.76,0.25,6.37,0
53.32,2,0,0.1,0.9,14.2,1
155.57,16,0,0.82,0.05,13.6,0
9.21,9,0,0.48,0.18,13.6,0
33.45,4,0,0.39,0.68,11.92,1
47.04,10,0,0.88,0.47,13.27,0
44.58,5,0,0.02,0.65,19.25,1
26.66,3,0,0.88,0.39,5.44,0
21.63,6,0,0.4,0.33,23.89,0
7.78,18,0,1.0,0.18,17.42,0
25.86,6,0,0.77,0.05,14.79,0
9.88,13,0,0.66,0.37,19.53,0
67.28,16,0,0.97,0.29,7.74,0
12.71,22,0,0.87,0.46,11.68,0
4.02,16,0,0.78,0.25,14.39,0
41.19,12,0,0.89,0.59,21.83,0
46.22,0,1,0.57,0.24,14.77,0
103.75,1,0,0.78,0.2,17.25,0
44.02,17,0,0.4,0.98,12.05,1
22.19,3,0,0.99,0.24,17.43,0
82.23,12,0,0.71,0.52,23.39,0
39.86,0,1,0.87,0.02,19.98,0
5.13,3,0,0.59,0.42,14.59,0
42.72,1,0,0.83,0.04,18.38,0
120.31,3,0,0.57,0.09,17.89,0
26.23,15,0,0.71,0.42,17.53,0
18.57,3,0,0.84,0.17,20.56,0
8.74,8,0,0.38,0.13,20.52,0
9.21,16,0,0.55,0.48,14.36,0
29.35,20,0,0.68,0.57,18.21,0
46.28,22,0,0.53,0.14,13.08,0
5.2,19,0,0.52,0.19,10.38,0
141.31,20,0,0.5,0.43,13.65,0
71.35,1,0,0.46,0.49,14.62,0
45.17,2,0,0.89,0.6,6.69,0
89.14,22,0,0.95,0.16,19.3,0
5.18,14,0,0.79,0.33,2.0,0
33.39,6,0,0.32,0.08,28.57,0
50.73,3,0,0.85,0.2,22.51,0
89.2,11,1,0.67,0.03,13.69,0
77.5,0,1,0.83,0.13,15.05,0
17.22,16,0,0.61,0.3,16.51,0
142.41,3,0,0.33,0.1,12.05,0
7.64,3,0,0.06,0.9,15.96,1
105.03,21,0,0.61,0.43,14.28,0
177.92,22,0,0.91,0.02,14.53,0
10.75,8,0,0.82,0.53,15.91,0
65.02,20,0,0.55,0.59,8.43,0
3.06,9,0,0.81,0.3,15.2,0
27.0,18,1,0.65,0.19,15.82,0
37.31,18,1,0.44,0.16,15.64,0
44.45,14,0,0.59,0.05,13.92,0
138.39,21,0,0.46,0.29,20.69,0
56.78,16,0,0.3,0.03,13.23,0
33.82,6,0,0.47,0.3,16.14,0
83.95,2,0,0.2,0.79,21.49,1
151.32,4,0,0.03,0.75,14.6,1
2.12,15,1,0.85,0.25,16.07,0
203.34,22,0,0.35,0.18,14.52,0
5.5,6,0,0.61,0.27,21.19,0
85.2,15,0,0.59,0.28,13.71,0
17.45,8,0,0.05,0.63,21.42,1
8.09,0,0,0.98,0.4,14.48,0
29.98,2,0,0.72,0.26,10.7,0
52.64,7,0,0.87,0.54,18.4,0
24.98,17,0,0.65,0.45,13.48,0
3.81,23,0,0.81,0.05,18.1,0
46.75,23,0,0.98,0.09,2.0,0
117.35,17,0,0.54,0.05,15.03,0
25.16,23,1,0.65,0.19,12.7,0
13.19,18,0,0.66,0.26,9.68,0
30.22,6,0,0.99,0.3,12.23,0
3.48,19,0,0.46,0.51,12.13,0
86.88,5,0,0.77,0.01,14.76,0
88.53,10,0,0.4,0.26,8.16,0
45.34,4,0,0.95,0.25,16.58,0
22.78,11,0,0.71,0.57,21.83,0
81.42,0,1,0.9,0.14,16.4,0
41.45,18,0,0.93,0.07,19.04,0
88.42,10,0,0.69,0.09,20.47,0
50.91,14,0,0.78,0.31,21.18,0
77.72,15,0,0.79,0.23,24.35,0
46.64,2,0,0.62,0.45,12.5,0
27.73,10,0,0.6,0.19,11.41,0
159.44,10,0,0.43,0.08,18.92,0
39.95,9,0,0.57,0.23,18.54,0
47.45,1,0,0.99,0.53,18.88,0
13.45,19,0,0.49,0.24,24.45,0
50.13,4,0,0.83,0.5,15.06,0
43.39,22,0,0.34,0.22,17.13,0
11.22,22,0,0.63,0.17,10.1,0
4.07,7,0,0.34,0.46,25.68,0
47.36,12,0,0.63,0.13,13.32,0
73.13,14,0,0.32,0.14,13.46,0
38.05,1,0,0.73,0.03,13.27,0
13.86,11,0,0.71,0.11,11.78,0
55.91,23,0,0.86,0.23,11.35,0
5.17,7,0,0.71,0.24,12.38,0
30.15,20,0,0.95,0.25,8.17,0
9.92,18,0,0.85,0.29,11.07,0
11.2,22,0,0.39,0.34,24.74,0
12.3,0,0,0.49,0.11,18.68,0
25.45,7,0,0.32,0.37,19.63,0
3.63,9,0,0.57,0.2,20.89,0
26.36,12,0,0.66,0.44,24.17,0
36.84,4,1,0.19,0.8,6.14,1
34.01,21,0,0.67,0.33,8.85,0
25.13,8,0,0.85,0.41,10.98,0
92.36,9,0,0.49,0.2,12.65,0
8.85,13,0,0.41,0.26,13.5,0
36.23,23,0,0.87,0.35,12.77,0
4.2,10,0,0.47,0.25,16.1,0
4.69,13,1,0.91,0.27,15.18,0
43.65,2,0,0.27,0.8,11.39,1
42.74,20,0,0.9,0.17,4.12,0
106.2,15,0,0.84,0.42,10.04,0
41.81,19,0,0.73,0.0,12.25,0
161.68,16,0,0.9,0.06,13.76,0
3.5,4,0,0.13,0.62,9.35,1
6.16,6,0,0.42,0.11,12.55,0
3.25,16,0,0.41,0.25,9.35,0
11.25,19,0,0.31,0.85,14.37,1
39.96,21,0,0.61,0.0,9.63,0
52.86,10,0,0.91,0.56,10.76,0
3.33,11,0,0.36,0.03,8.46,0
146.91,23,1,0.94,0.1,14.23,0
93.31,1,0,0.95,0.02,10.67,0
18.59,18,0,0.81,0.31,19.53,0
5.02,4,0,0.23,0.79,17.03,1
10.31,10,0,0.84,0.5,14.65,0
7.79,22,0,0.67,0.38,11.01,0
7.58,18,0,0.72,0.11,16.9,0
37.55,6,0,0.74,0.52,18.45,0
15.11,20,0,0.39,0.45,15.71,0
23.17,21,0,0.44,0.16,23.02,0
2419.66,5,0,0.67,0.48,17.3,0
58.65,10,0,0.38,0.53,19.57,0
149.78,13,0,0.98,0.42,15.67,0
8.69,3,0,0.65,0.06,18.38,0
25.07,7,0,0.57,0.59,11.02,0
41.45,8,0,0.41,0.05,12.71,0
4.99,1,0,0.59,0.39,16.75,0
1.21,10,0,0.51,0.07,16.71,0
56.5,19,0,0.25,0.6,17.54,1
52.34,21,0,0.98,0.21,20.5,0
27.45,6,0,0.49,0.31,7.88,0
34.63,3,0,0.78,0.11,10.13,0
27.85,23,0,0.36,0.33,16.15,0
2.21,13,0,0.94,0.56,11.38,0
21.43,23,0,0.71,0.54,31.89,0
10.74,0,0,0.76,0.04,17.58,0
6.18,23,0,0.85,0.23,14.61,0
158.0,11,0,0.72,0.16,12.42,0
46.73,18,0,0.35,0.29,12.6,0
66.22,4,0,0.14,0.88,15.15,1
19.94,7,0,0.48,0.44,15.56,0
25.97,10,0,0.64,0.21,12.72,0
14.52,21,0,0.58,0.23,13.63,0
6.1,3,0,0.88,0.39,21.72,0
10.86,14,0,0.47,0.12,21.92,0
